name,review_text
Habesha African Market,Received my Business Cards from here as they are an access point. Their service is excellent and products are bountiful.
Habesha African Market,"They have different African goods but it's not organized there, not easy to find price"
Habesha African Market,The owner doesn't have any respect for his employees. Shame on him the way he treats them.
Habesha African Market,Friendly staff. Good priced meat and vegetables. Lots of hair products
Habesha African Market,I dropped off a UPS return today and the lady who helped me was very courteous and helpful. She knew exactly what I needed before I even walked up to the till. I was very impressed with her.
Habesha African Market,"Awesome staff, very large variety of most things that anyone would buy at large grocery store yet conveniently within walking distance of the ice district and Kingsway. I am really impressed with the low prices."
Habesha African Market,"A great family oriented shopping store. A great experience when you are in a special place despite the name of the African shop, but without limits for everyone indeed.  That charm makes me come back again and again. Thank you"
Habesha African Market,"Picked up a u-haul yesterday and drove it ten minutes to my old apartment, ten minutes to the new one, and ten minutes back to the store. Despite this thing being a gas guzzler, the gas gauge did not move because of how short the trip was.

The photos are time stamped and you can see that they look exactly the same at pickup and drop off. I guess Im naive but I thought it was silly to stop to put $3 in on the way back but boy was I wrong.

Because Im honest to a fault, I made the mistake of telling them I hadnt put gas in it because it literally hadnt moved. I guarantee if I hadnt said anything they would not have noticed. They told me I had to take it to the gas station and put the $6 it cost me (and put me over the original amount) or theyd charge me $25 on top of my bill.

I truly cannot understand how eating the cost of $3 is worth losing me as a customer and getting this one star review. You can tell that it didnt move because even with gas prices being the way they are $6 me over the original amount.

They told me that uhaul is the one who makes the rules but I didnt realize the vehicle transmits the gas gauge to uhaul (it doesnt) for a gauge that, had it moved, had a difference of of something as thin as a strand of hair. The lady at the counter went outside and took a picture that looked exactly like the picture I had taken 8 mins before and insisted that it had moved.

I swept out the back as asked and was not refunded the $25 dollars for bringing it back clean as the sign inside and of the box truck said.

I went to this place because it was the closest to my apartment and had an okay rating, but never again.

Its sad because initially I had planned to do some grocery shopping here in the future ???????"
Habesha African Market,"Always very well stocked, great prices and such friendly staff. I love hitting up this store for my needs. Thank you guys for your hard work!!!"
Habesha African Market,"above all, do not drop off your truck with them, incompetents. I dropped off the truck 1 day in advance, he charged my scammers 2 more days and then he said he had to call customer service, I had trouble speaking English and the service was unreachable."
Habesha African Market,"Friendly devoted owners that make you feel like a VIP! Great selection, variety store, acceptable prices. Things could be a bit neater and prices displayed better. Efforts are definitely noticed, they're doing they're best to meet needs so clutter can be ignored to support a local business that cares"
Habesha African Market,Super friendly staff! Awesome product choice with the BEST prices! Not to mention their bread is usually fresh from a local bakery!! Amazing coffee thats the best price around. The best little hidden gem
Habesha African Market,Very disappointing when picking up my U-Haul truck today and only being told that the dolly that I PAID to reserve is that they do NOT even have one-- I called one week ahead specifically asking this store how I go about reserving a dolly and was advised by them to go on the official website for booking. Thanks for making my moving day with almost 20 boxes a great one guys.
Habesha African Market,I am here for renting a uhaul. Even though it's in downtown. They proivde good service. They are always nice.
Habesha African Market,It was ok. The customer service wasn't very apretiated concidering I was there for Uhaul and they Gave me a truck that was dirty and never fixed my mileage and didn't even hear me when I asked if they had a mini Usb charger just assumed I said I phone. I felt like I was annoying them
Habesha African Market,"Excellent service, prices & atmosphere! Old fashioned charm in the heart of Edmonton, where you can find everything you need without the hassles of the modern department store madness!

- Fresh meat, prepared with pride daily
- Well stocked shelves
- Courteous, friendly staff"
Habesha African Market,"It was Saturday, but there was only one girl working and by the time she was finished with us (picking up a U-Haul) there were SIXZ people waiting!

Our deposit also had increased and my hubby was concerned but she made sure to give her contact info in case there was a problem, we could contact her and she would look into it!

But, she couldnt leave the store, so we were in our own to locate then inspect the truck....if there had been more staff, they would have been AWESOME to deal with..."
Habesha African Market,"Just got a truck rental, but the staff were friendly and as fast & efficient as they can be using uhaul's system."
Habesha African Market,This place is very inviting and clean with great selection. Yassin the meat cutter is awesome!
Habesha African Market,"Don't ever go here for Uhaul.
We had a reservation... showed them the reservation number and told us that it's not their issue, and the truck got transferred else where but didn't know where...
We move today and are now stuck...

Great customer service ??"
Habesha African Market,Beautiful place to shop and enjoy
Habesha African Market,"Very friendly staff, clearance shelf is worth my stopping in at least 5times a week, convenient for me since circle k is way to expensive.."
Habesha African Market,"Had to pick up a package here - lady at the counter was nice, had a wonderful time despite some struggles between me and the package tracking. Very nice little market."
Habesha African Market,"Came to buy cigarettes and was really to find fresh fruits priced cheap.

Love coming to this place to to try new things.  The staff is super friendly especially now they have cooked food to try."
Habesha African Market,"A very fine lovely ?? lady ?? served me well there, rented a Uhaul & this gorgeous ?? lady helped me out, I say this in a good way??, with respect ?????"
Habesha African Market,"Herbs and veggies look old and almost rotting. Prices are higher than superstore. Selection is no better than a superstore. Came here looking for some African spices, but honestly their selection is simply no better than the international aisle of the superstore. Poor quality groceries and higher price make this a ripoff especially if you are on a budget."
Habesha African Market,This is where me and my fiance get most of our groceries. They're staff is extremely friendly and helpful. Large range of products. If you happen to be in the area then it's a must stop by!
Habesha African Market,Great variety and price for African spices. Staff was very friendly and helpful!
Habesha African Market,"You can buy fresh, frozen and dry/canned goods here. The service is friendly and willing to address any questions/concerns.
An essential part of the McDougall community."
Habesha African Market,"I had a great experience. The staff were very helpful, prices affordable and I got Everything I wanted. They've got a new customer and I'll gladly spread the word."
Habesha African Market,"They have some pretty neat stuff here, the staff are ways friendly, and jts where I have to pick up my UPS packages."
Habesha African Market,Find what I was looking for. Little bit expensive
Habesha African Market,"Don't bother coming here for  Uhaul, they tell you that all the trucks are reserved and then when you reserve one for this location 5 minutes after leaving the store they tell you its been given to the person in line in front of you"
Habesha African Market,"OK the owner is nice but cashier ( short girl ) can be rude  and no proper communications , i will see if things change the next time i visit the store :)
professionalism and proper approach is great asset to have for any business ."
Habesha African Market,Really love this store. Really brings the taste of Africa to Canada. Very nostalgic. Please bring back Pronutro
Habesha African Market,Great store!
Habesha African Market,"I like the fact there's a small super market in this area, glad I ventured in one day. But watch the best before dates on what you buy."
Habesha African Market,Bright and clean. Easy to pick out what you need. Good place.
Habesha African Market,"Attention to the owner:  Please watch a lady whos in the counter, she will destroy your business reputation and shes in poor hygiene. She dropped the one doughnut and she put it back in the shelf to sell. So disgusting, i never purchased anything on here again!"
Habesha African Market,There is so much great grocery variety. A bit more pricey. But close to home.
Habesha African Market,Was a good experience dealing with Uhaul through this location
Habesha African Market,Great place for authentic African goods and best selection in the city in one place. I get my Ethiopian coffee from here all the time and the owner is great.
Habesha African Market,Best African & Caribbean food store in the city amazing supply and always stays fresh with new product weekly adding to there increasingly top of the line product!! 100% recommend it
Habesha African Market,Surprised at how spacious and functional this place was. There's also a fresh fruit smoothies and juices stand inside. ??
Habesha African Market,"Always filled with fun energy,  they always stock what you will need and have grown to accommodate.  Always great deals to be found"
Habesha African Market,"Huge selection of foods from all over the world. Large, clean, well-lit store with friendly staff and free parking behind. We discovered it today and will be back!"
Habesha African Market,Best customer service.market is always full of stock.cleab and tidy store.
Habesha African Market,Great selection of African and middle eastern foods with fresh produce. Excellent addition to 107 Avenue neighborhood revitalization.
Habesha African Market,"My girl friend went to the hair stylist inside this store unprofessional , luck of respect for clients and talk any thing and every thing in front of customers , Including gossip ."
Habesha African Market,Great place to shop. Only that they did not have a large variety of African foods.
Habesha African Market,Good store.  Lots of different spices.
Habesha African Market,The owner is very nice and helpful. Nice store with a huge variety of products.
Habesha African Market,One of my favorite supermarket and good treatment
Habesha African Market,"Wow, the service is so amazingly great and price is reasonable. Wish you all the best??"
Habesha African Market,I wish the service was more quick.They can said you can park your car but someone might break into it.Honestly won't recommend because it's hard to get through that place.
Habesha African Market,"Affordable grocery store. Nice people, and really good location."
Habesha African Market,I love this Place for excellent welcoming.affordable price for goods
Habesha African Market,Always a good experience and  many options for your shopping needs.
Habesha African Market,Great neighbourhood grocery store! Fresh produce and meat with prices that put Safeway to shame.
Habesha African Market,"100% arabica Ethiopian coffee beans  amazing price and quality, washed and sun dried"
Habesha African Market,The staff there are real nice and helpful I recommend this place to everyone
Habesha African Market,"Good prices on most items, cereal is expensive."
Habesha African Market,It's ok for a quick pick up of something you need
Habesha African Market,New African grocery store all you guys need to get check out that spot they got good stuff!
Habesha African Market,Awesome and cheap
Habesha African Market,"Awesome place, owners are really friendly.  Always get my daily needs from this place ????"
Habesha African Market,One of the best afro canadien and somalya store ....Nice people...Nice store
Habesha African Market,Nice new store with various international foods. Friendly staff too!
Habesha African Market,I recommend them they are the best
Habesha African Market,You need to come here for all your African grocery needs! Sammy has the best customer service out here!
Habesha African Market,Great place to shop! Staff there are really kind
Habesha African Market,This is an outlet for Uhaul. It was a very bad experience.
Habesha African Market,"It was good, like any normal supermarket."
Habesha African Market,Great selection and owner is Amazing!!! Yo have to check this place out
Habesha African Market,The best place to get Habesha products in town! Amazing service too!
Habesha African Market,"Huge selection of Sudanese, Ethiopian, Eritrean, Jamaican, west African spices, produce and groceries. Recently open with friendly staff."
Habesha African Market,Excellent service and found everything I needed!! Highly recommend ??
Habesha African Market,I love looking at different things they sell there
Habesha African Market,Good place. Lovely people amazing coffee
Habesha African Market,Amazing african grocery store and best cutomer service
Habesha African Market,Great locally owned African & Caribbean Grocery Store
Habesha African Market,Awesome grocery store and sensational coffee -100% organic
Habesha African Market,Good prices but Chicken Ha KL all? Not for me!
Habesha African Market,Another very interesting place right on 107 Ave. & 105 st.
Habesha African Market,Their halal meat awesome
Habesha African Market,Nice place good selection ??
Habesha African Market,The people who work here are so nice!
Habesha African Market,This place is awesome good food and owner
Habesha African Market,Very friendly and fair price.
Habesha African Market,It alright
Habesha African Market,Fresh fruits and vegetables with a great variety of African groceries.
Habesha African Market,Best Ethiopian and Eritrean grocery store in the city
Habesha African Market,I love their food
Habesha African Market,It's a good place for east African
Habesha African Market,Very great customer service
Habesha African Market,Cool finds cheap prices
Habesha African Market,Like this market
Habesha African Market,Uhaul service was excellent!
Habesha African Market,African Shop very close to downtown!
Habesha African Market,The veggies are not very  expensive
Habesha African Market,Loved the food
Habesha African Market,Friendly service .very helpful.
Habesha African Market,Not friendly.felt unwanted.
Habesha African Market,Very kind and accommodating
Habesha African Market,Every thing in here smells delicious
Habesha African Market,Good African grocery store!
Habesha African Market,Very friendly and helpful
Habesha African Market,Ethiopian can cook wow
Habesha African Market,Nice
Habesha African Market,Cool little neighborhood store
Habesha African Market,Decent U-Haul location
Habesha African Market,Not a pleasant district!!
Habesha African Market,Excellent!
Habesha African Market,Great place!
Habesha African Market,Good!
Habesha African Market,Limited supplies..
Habesha African Market,An Ethiopian flavour
Habesha African Market,Very friendly
Habesha African Market,Fantastic!
Habesha African Market,Love this market
Habesha African Market,# 1 African grocery store
Habesha African Market,African food.
Habesha African Market,"(Translated by Google) Perfect

(Original)
Perfecto"
Habesha African Market,"(Translated by Google) Animal staylist

(Original)
Staylist hewan"
Best of Africa,Very friendly owner and staff. Store feels like home. We were welcomed to the city with free bread and a plate of egusi soup(quite big and delicious). Glad we found a permanent African store for our home. It is indeed the Best of Africa
Best of Africa,Awesome place to buy almost everything  Nigerian food stuff. Owner is very friendly and always ready to go out of her way to satisfy her customers. Has been our African market for years now and we are liking every single visit.
Best of Africa,Typical African store. Friendly store owner. But it was not really worth an hour and a half drive. Things that I bought doesn't taste like it tasted back home. Not sure how legit these products are... Won't visit it again.
Best of Africa,"O wow! The ""Best of Africa"" is my favorite; the owner of this place and her salesperson are just the best ?? for ""Best of Africa"". Just go there, test and see, then you can come and thank me later ???."
Best of Africa,"Good selection of African goods! Stock up on your pounded yam, malt, and so much more!! Parking is at the back if you cant find any spots at the front."
Best of Africa,I cant say enough good things about this place. The owner was friendly and helpful. I saved a lot by buying bulk which you dont get from other African store. Will definitely be back next time Im in town
Best of Africa,Great African ingredients. The meat is well worth the money because you won't find that quality at Safeway or any other major grocery store. I was happy to know that the meat comes from the owners farm not far away. Super friendly owner. I tried a bag with goat with bone and skin. The stew came out delicious and I can't speak highly enough of the meat. Will be back very soon.
Best of Africa,"For all
Your African foods just go there"
Best of Africa,"Very nice store owner, clean and quiet. Not a bad place to go"
Best of Africa,"The major factor in this store is the super friendly owner of this store. She usually go out of her way to satisfy her customers. You feel really at home in this store and there are variety of African products in this store.
Great service and good customer service in this store.... Love it....."
Best of Africa,"Terrible place to shop at. The owner(woman) is very impolite and some of their products are FAKE.
Save your life, DO NOT BUY PALM OIL FROM HERE,DON'T DO IT. It's actually not palm oil in those bottles, I can bet it's a mixture of chemicals that smoke and smell so bad as soon as u pour it into a hot pot. It also doesn't taste like palm oil. IT'S NOT ABOUT THE MONEY BUT A LIFE. SAVE UR LIFE AND DON'T PURCHASE PALM OIL FROM THERE."
Best of Africa,"Knowledgeable staff, had the Red Snapper fish I was looking for. Had to go to another store for fresh Yam and green banana.  Would be nice if they carried fresh vegetables."
Best of Africa,Open the time you indicate only and in front of the store. Wasted money making a trip to and from the store.
Best of Africa,She is always very helpful and she specializes in bulk meat items which we find is cheaper compared to buying in smaller quantities.
Best of Africa,this shop is just like home. so much food and love from alhaja. you can have a conversation as you shop! cooking tips and all!.
Best of Africa,Great customer service.Nice parking sport behind the store.She goes the extra mile for her customers
Best of Africa,Great place to get African food and the customer service is great.
Best of Africa,"Love this place, they're super friendly and have everything you need."
Best of Africa,Nice place for quality African groceries and meal
Best of Africa,Nice place to go and eat in Edmonton yummy if people would love to taste good food yummy
Best of Africa,It was great! I went in on a Saturday and the people helping me were knowledgeable and kind. It truly was the Best of Africa
Best of Africa,Excellent customer service. Owner very friendly and not judgmental.
Best of Africa,I shop here all the time. The owner is awesome!
Best of Africa,Mama got all.Her Cooked jollof rice os very yummy.
Best of Africa,"Pros: Very friendly owner (attendant);
Amazing products.

Cons: THINGS ARE WAY TOO EXPENSIVE HERE!!!!!!"
Best of Africa,Good customer service and affordable  prices. It is all in one store!
Best of Africa,Small but amazing shop with items cheaper than the nearby Kasoa.
Best of Africa,"Indeed, this place has the best of African food items."
Best of Africa,The best so far for me in the city of Edmonton.
Best of Africa,Best  African   grocery  store in Edmonton.  Recommended
Best of Africa,Best place for african foods and the service is friendly and excellent
Best of Africa,Excellent conversation! Good variety of foods and beverages.
Best of Africa,Great food and very friendly owner!!!
Best of Africa,It was So great i started working there.
Best of Africa,For Africa foods you can get the best quality.
Best of Africa,It a good and reasonable place for hair exstencions
Best of Africa,Its a good place for food shopping
Best of Africa,Great place
Best of Africa,Best place to get African foods
Best of Africa,Best Place to get everything African
Best of Africa,Takes you back home! ??
Best of Africa,I have walked by there.
Best of Africa,I ate
Best of Africa,Good prices
Best of Africa,Grandma is the best
Best of Africa,"(Translated by Google) She is welcoming

(Original)
Elle est accueillante"
The Food Plug,This is the best African Food Store in Edmonton! Lots of authentic African foods and the customer service is awesome!! Affordable prices and very clean store!!!
The Food Plug,"This store has everything African food you can possibly need. From yam to meat-pie (hot & freshly baked) to pepper soup spice to Banga to stockfish. It didn't take me so long to realize she sells high quality at very good prices.
Plus Titi is so pleasant, you'd come by her shop any opportunity you get :))"
The Food Plug,Good place to get African foods and condiments.
The Food Plug,This is currently the best African store in Edmonton.You can find varieties of Afro-Carribean foodstuffs at a very affordable price. Owner is also pretty nice and selfless.
The Food Plug,Great place to pickup African pantry staples. I cant wait to get cooking!
The Food Plug,do not go to this very high prices and poor service/staff/if you guys don't go to this place go some place else for chicken/rice/spices/produce and other things too poor service/staff too
The Food Plug,Good prices on product
The Vine African Market,"A well equipped family-owned store with a variety of offered services. They treat everyone that walks through the door, African or not, with kindness. They were so helpful and helped me find what I need. A local shop I will definitely come back to and would recommend to anyone for food, hair services, and clothing alterations."
The Vine African Market,Would highly recommed this shop! the service is absolutely amazing - very personable and kind! I had my satin dress altered here and I am beyond pleased with how it turned out. The shop also offers a diverse selection of products and services. Will be definitely coming back.
The Vine African Market,Great business with family core values. I found this store to go above and beyond for what I even imagined finding. Overall great customer service with such a friendly atmosphere. Definitely will be coming back.
The Vine African Market,"I love love love this place. The customer service is phenomenal and its really a one stop shop for everything; from hair supplies, to foods, to salon services and tailoring services. I recommend shopping here all your beauty supply needs!"
The Vine African Market,"Advertised 18 lbs tomatoes on face book market place for $15. When I went there, the salesperson said its 10 lbs for $15. Upon showing him my conversation on messenger he said it was a mistake on the price with a smile on his face. Totally unacceptable customer service, drove half n hr to get there for nothing. Even messaged him I would get the 18 lbs for $15, reply was yes we are open until 7pm. Dont waste your time and go there, what a rip off!!"
The Vine African Market,"Lots of different African foods, attire, and accessories. Top tier customer service that go above and beyond to make your shopping experience quick and efficient. Would definitely recommend!"
The Vine African Market,"Great family owned business with affordable prices! You can get your hair done and clothes adjusted as well, so its not just an African food store, it is so much more!"
The Vine African Market,Great family owned business! The customer service was phenomenal and they would go an extra mile on helping their customers out. Would highly recommend this place:)
The Vine African Market,Good people and great business.
The Vine African Market,The customer service is amazing! I got all the items I needed delivered right to my doorstep in a timely manner.
The Vine African Market,"Huge selection of African foods and attire. Organized, clean, well-lit store with friendly staff and free parking. I recommend this store and of course I will be back!!!"
The Vine African Market,Wonderful family owned business catering to most African and Caribbean food items.
The Vine African Market,Wonderful place to shop. It is a one stop shop for African food and clothing all in affordable price.  Lady Lara is so respectful and very nice.
The Vine African Market,"Found this store on Facebook, happy to have a local store thats family owned the employees offer  exceptional customer service will be coming back"
The Vine African Market,"Great selection, fresh products, and delivery was very prompt! Overall, GREAT service!"
The Vine African Market,Interesting place. Great selection  knowledgeable staff. And very friendly
The Vine African Market,Great place to shop. awesome prices.
The Vine African Market,Warm reception and good products.
The Vine African Market,great local store that has all your needs!
The Vine African Market,"Great store, you should visit."
The Vine African Market,Good place
WaterSide Market,"Very friendly staff
Clean store
Large assortment of spices"
HERITAGE AFRO-CARIBBEAN FOODS,"Food tastes soooo good. My favourites are EfoRiro, Jollod rice assorted meat stew.
Business owners are very professional and courteous. Top notch customer service."
HERITAGE AFRO-CARIBBEAN FOODS,"I don't know why this reviews ain't 5/5. Anyway, have you eaten a perfect meal? Taste is perfect, texture etc.. Yes. Have you had a perfect food for a very fair price? Well, this defines all that. This is an honest review."
HERITAGE AFRO-CARIBBEAN FOODS,"Id give a 5-star 10x over
Communication and customer service are 100%.

The taste is amazing too, youd never be disappointed and her standards do not change. If you order a meal today, you are sure to get the same taste 6 months down the line. For the prices, totally worth placing orders over and over.

I really appreciate how they make life easy for customers with the flat rate delivery.

A few favourites: Ayamase, sea food okro, stew and efo riro."
HERITAGE AFRO-CARIBBEAN FOODS,"Taste of their Cooked food is so so good, very well packaged and neat.
Owners are very professional even in communication and during delivery as well.
Pricing is affordable and you can buy portions if the large trays are too big for you.
My favourites are Jollof rice, Efo riro, gizdodo, stewed chicken/assorted and moimoi ????
Anuri says good job! ??"
HERITAGE AFRO-CARIBBEAN FOODS,I've had to buy stuff from some other businesses but My Heritage Foods beats them hands down! The customer service and value for money cannot be compared.
HERITAGE AFRO-CARIBBEAN FOODS,Awesome food. Consistent high quality. Lovely service.
HERITAGE AFRO-CARIBBEAN FOODS,Exceptional customer service and tasty food.
Habesha African Market,"Perfecto

(Translated by Google)
Perfect"
Agape African Food & Clothing,"Great place for all your African food needs, the spice and cooking ingredients comes from all works of Africa: North, West, East, and the southern parts of Africa. Enjoy the real organic food stuff from the motherland folks. I tried it and felt like I had just return to Africa having dinner under the coconut tree."
Agape African Food & Clothing,Agape is where to get your African food stuff. The staff are polite and always ready to help with your concerns. Highly recommended! Thank you Agape and team
Agape African Food & Clothing,"The place for your African foods and products. The owner is very friendly giving you the African feeling.... I love shopping here and you will love it too.

I recommend this location for your African food and related products.... ??????????????"
Agape African Food & Clothing,Best goat stew meat out there!!!!!! Tons of spices beans fish.  Helpful staff and not too expensive
Agape African Food & Clothing,Agape has all your African food under one roof and reasonable along with their welcoming vibes
Agape African Food & Clothing,I recommend buying African food stuffs at Agape because they are been sold at good prices and the staffs are very friendly.
Agape African Food & Clothing,"Friendly customer service, prices are reasonable. Good location for everyone to access"
Agape African Food & Clothing,Perfect place to fulfill your afro  Caribbean  food needs.
Agape African Food & Clothing,You're assured of buying all your African groceries here!The owner is very selfless too.
Agape African Food & Clothing,Love this place. Best place to find African food in North East Edmonton.
Agape African Food & Clothing,Nice customer service
Agape African Food & Clothing,I love shopping for all my African food and clothing at agape food & clothing.is the best I can recommend for u in Edmonton Canada.thanks
Agape African Food & Clothing,Very nice and affordable place  to shop. The owner is very nice and have a great customer service skills.
Agape African Food & Clothing,Nice place but need to place items properly for customers easy assess.
Agape African Food & Clothing,Exceptional african store. Food is fresh
Agape African Food & Clothing,Great store to shop for African foods
Agape African Food & Clothing,It is a small but friendly African food store
Agape African Food & Clothing,This is an African food store. Mostly Nigerian food
Agape African Food & Clothing,Sells affordable african food.
Agape African Food & Clothing,Friendly Service Always !
Agape African Food & Clothing,Tropical grocery store (African)
Agape African Food & Clothing,I love it
Agape African Food & Clothing,Nice & perfect place
Agape African Food & Clothing,Superbly delicious
Agape African Food & Clothing,"(Translated by Google) nice rice

(Original)
nice ofada rice"
African market,Nice littke stire not ebnough things from Africa.Need more organic food from different countries in Africa .Like Southern Africa
African market,Always great place to shop
Vestelyn Varieties,Good selection of items. Typically find what I need here
Vestelyn Varieties,Love the place. The owner is an angel and it has really excellent prices. I've finally gotten my go to African/Caribbean store
Vestelyn Varieties,This store truly portrays its name. It sells a variety of things ranging from African foods to clothing and hair extensions. It is well stocked. I always get excellent customer service. I strongly recommend!
Vestelyn Varieties,"Nice African/Caribbean grocery/clothing store in Lethbridge. You can find raw food items, fish, meat, and so on at this store."
Vestelyn Varieties,"The owner is very honest and sincere person, goods are good and prices are awesome. Fresh food every time"
Vestelyn Varieties,I love the store makes me feel like am home
Vestelyn Varieties,The owner is caring and the nicest person.
Vestelyn Varieties,Variety of African food and personalized customer service
Vestelyn Varieties,Get everything you need from hair clothes and ethnic food such as cow skin and cow foot
Vestelyn Varieties,Best store in Lethbridge
Vestelyn Varieties,It was ok
Genesis Exotic Market,"A good place for your african products, especially food. They sell cloths, creams and other products, especially brands common in Nigeria"
Genesis Exotic Market,"If you are an African and you miss home or want to get a taste of home, this is the place to shop.
Owners are so welcoming and always helpful in finding whatever one wants to buy.
I find that if they don't have what a customer needs right away, they always find a way to get it in.
I also like the fact that it's a one stop African shop, this way i can shop for foodstuffs, hair products, African outfits etc all at one stop."
Genesis Exotic Market,"Really good.
I like this store. I find what I need"
Genesis Exotic Market,"This was my first time there a friend told me about the store and I was so impressed that they now have a customer for life. The owner was so amazing and helpful not to mention very friendly . The store offers alot from food downstairs to beautiful clothes and products all from Africa,  the quality was amazing and the prices were really good! I would definitely recommend this business to everyone the owner is so knowledgeable a out all the products she carries! It was a wonderful experience shopping there! Thankyou.."
Genesis Exotic Market,Nice Customer Service. a one stop shop for all your African groceries need
Genesis Exotic Market,"I was with my friends yesterday checking some goodies that I hoping they selling. So the lady that run the store asked us what were looking for.. so I responded the usual were just browsing and she just stood there look at us like were gonna steal or break stuff. I asked her about the wigs she rudely responded  I can help you with the wigs, if your surely gonna buy how will I know details if your not gonna give me a simple info. I saw the milk brand that I wanted to buy but since she was so rude and make us feel uncomfortable we left this store right away. There product was really amazing except the staff, Not friendly and extremely RUDE!"
Genesis Exotic Market,"Theyre best place to get your African food stuffs, native clothings and other African accessories. Guess what? Theyre pretty friendly and what you get from them is just that feeling of care people show to each other in the African environment. Try them and challenge me if Im wrong"
Genesis Exotic Market,Fun little store. Very friendly staff.
Genesis Exotic Market,Good example of an African store. There is hardly anything you need like food and fashion items you will not find there. I enjoy shopping at this store
Genesis Exotic Market,One stop store for everything African!
Genesis Exotic Market,A very welcoming and lovely place to get that African vibe. You should definitely shop here!??
Genesis Exotic Market,"The place is an amazing place to do your African shopping for real , come see and check out for self.. just no am not lying"
Genesis Exotic Market,"At this store. Which i call one stop Store. You get amazing things of life from latest fashionable appareils to good varieties nutritious food and drinks to table snacks for both old and Young. You need to give it a try if you have not been,  then something is seriously missing in your life."
Genesis Exotic Market,"It's a great place to be, it's takes one back to Africa as the name implies African Market"
Genesis Exotic Market,"Good customer service, well organized store and they had what I needed urgently."
Genesis Exotic Market,"Really beats my imagination,  beautiful arrangements and very friendly mama tee"
Genesis Exotic Market,Perfect store to visit for African groceries
Genesis Exotic Market,One stop shop for African food and other stuff
Genesis Exotic Market,Looks great for food and clothing
Genesis Exotic Market,It has just what I need. My number one stop shop
Genesis Exotic Market,Awesome
Flikky Market,"Do not recommend ordering from them online, at least until they get a better payment method. Never received order after two months and they would not answer their phone(voicemail is always full), or emails. Even after driving from Calgary to Red Deer and being promised a refund in person it took multiple more emails and weeks before I received my refund.

Their online store requires you to send a e-transfer for payment, which is a red flag but I thought a small business with good reviews would be trustworthy. Unfortunately this means there is no way to go through the bank to get your money back if they never deliver. When combined with the fact that their online store is not kept up to date with whether a product is actually in stock or not, and you can end up ordering something they don't have, and don't even know when they will ever get it. Then you're basically stuck fighting with them for a refund like I did or hoping you can trust them to eventually get the product and actually ship it to you.

They never communicated any of these issues with me until after a month of trying to reach them. The only thing I had heard from them was the week I placed my order, when I asked about my order and was told it would be delivered the next day. Three weeks later I had to drive to Red Deer to be told they never had the product and didn't know when they would get more, but they would give me a refund the next business day. It took another month of trying to reach them to get it."
