,city,name,reviews,rating,review_id,review_text,review_rating,review_datetime_utc
18,Calgary,African Choice Market,31,4.8,ChdDSUhNMG9nS0VJQ0FnSUNCeVp6NnJBRRAB,They have the freshest African food especially the yam.,5,12/29/2022 2:20
19,Calgary,African Choice Market,31,4.8,ChZDSUhNMG9nS0VJQ0FnSUR5el9EWldnEAE,They have quality and different African food items.This branch in NE sells both as retailers and wholesale.,5,6/13/2022 12:25
22,Calgary,African Shop Calgary (E.F.C. Afro-Caribbean Inc),15,5,ChdDSUhNMG9nS0VJQ0FnSUM2a2NiZjlBRRAB,"I came here to pick up an item, but ended up loading my whole trunk with goods. Excellent and professional customer service. A very welcoming, family-oriented shop. Lots of varieties with competitive prices. Exceptionally clean and healthy environment. Lots of free parking. An extra star for the shop's delivery service. Cool!",5,9/6/2021 21:29
23,Calgary,African Shop Calgary (E.F.C. Afro-Caribbean Inc),15,5,ChZDSUhNMG9nS0VJQ0FnSUN1dTRiR0NBEAE,"This place is amazing. As if you are right at home. You find all you are looking for at very good prices. The public relation is good, so would like to revisit the place for your items.",5,8/7/2022 9:35
24,Calgary,African Shop Calgary (E.F.C. Afro-Caribbean Inc),15,5,ChZDSUhNMG9nS0VJQ0FnSURld2FheEpnEAE,If ever you need African food stuff or Cameroonian to be precise.  Then this is the right place. They never disappoint and they are super lovely,5,2/8/2023 23:01
27,Calgary,African Shop Calgary (E.F.C. Afro-Caribbean Inc),15,5,ChZDSUhNMG9nS0VJQ0FnSUNLNUxpMVh3EAE,Prices are very good. Place is very clean and customer service is exceptional. Will be going back there again,5,3/29/2021 4:30
28,Calgary,Sage Meadows Market African Store,58,4.2,ChdDSUhNMG9nS0VJQ0FnSURSLXBfdHNnRRAB,The garri there sell is full of sand my advised to everyone is to avoid that garri please this garri can give you appendicitis be careful,1,4/23/2023 18:29
30,Calgary,Sage Meadows Market African Store,58,4.2,ChZDSUhNMG9nS0VJQ0FnSURPbWFUdmVBEAE,"BEWARE!
Honestly so disappointed in this store.
I have been cheated more than twice and most times they claim its a mistake. They knowingly cheat you and add to the bills you have and when you find out, they claim its a mistake.
The first time this happened to me, i thought it was actually an error on their part but when it kept repeating itself, i knew they were aware of what they were doing.
please make sure to check your receipts properly when you buy things from this store and most importantly look at the price before you go to the counter so they don't add to it, as they are fond of doing this.

EDIT:

They now have a pos system which issues receipts and more transparent system, hence I have come back to edit review.",4,6/29/2023 14:28
34,Calgary,Sage Meadows Market African Store,58,4.2,ChdDSUhNMG9nS0VJQ0FnSURoNEs3SV9RRRAB,Nice and wonderful store to shop all your African glorcery needs .,5,2/27/2023 3:42
35,Calgary,Agape African Store,50,4.5,ChZDSUhNMG9nS0VJQ0FnSUNCNElmREZREAE,"Stocked up for all your African foodstuffs, groceries  & accessories. The attendant is quite cordial and respectful",5,12/14/2022 17:12
36,Calgary,Agape African Store,50,4.5,ChZDSUhNMG9nS0VJQ0FnSUNvczRPeEZREAE,Good customer service. Products not to overpriced. And they sell ofio,5,2/27/2019 20:30
37,Calgary,Agape African Store,50,4.5,ChZDSUhNMG9nS0VJQ0FnSURvcDdycFpBEAE,Nice store to shop for Nigerian food items. Smells like home and I miss it a lot. Lovely lady who owns the store. Fairly priced I would say considering it's imported stuff.,5,3/23/2019 23:53
38,Calgary,Agape African Store,50,4.5,ChdDSUhNMG9nS0VJQ0FnSUQyMEkycHFBRRAB,"Love that it's a one stop-shop for African items - food, hair, snacks, weaves/hair extensions etc",5,5/4/2022 4:15
39,Calgary,Agape African Store,50,4.5,ChdDSUhNMG9nS0VJQ0FnSUNtOThtR3NRRRAB,"Nice place for all you Nigerian foodstuffs, with very friendly staff",5,1/12/2022 23:25
43,Calgary,MJ'S African Food Store,8,4.5,ChZDSUhNMG9nS0VJQ0FnSUNwLWV6Z1J3EAE,"Hello guys, Here is where u can get ur favorite African foods. Matoke, bananas, plant eggs, peas, spinach, sweet potatoes etc.",5,8/11/2023 2:43
44,Calgary,MJ'S African Food Store,8,4.5,ChdDSUhNMG9nS0VJQ0FnSUM2dXN5Q2p3RRAB,Shout out to @⁨MJ's Cuisine & Convenience Store for having all the ingredients to prepare one of our traditional Burundian dishes #agatokenubwishazanirengarenga. I sure will be coming back soon. Especially for that #amamesapalmola from #Burundi. The best quality I have used so far.,5,9/3/2021 2:43
50,Calgary,ugonwas.ca,25,5,ChdDSUhNMG9nS0VJQ0FnSURpcktHVXpnRRAB,"Grace, the CEO of Ugonwas has demonstrated her understanding of putting the customers and consumers first. She will deliver products to you at a competitive price regardless of where you are in Calgary and it's environs. I highly recommend this store for your quality, affordable produce and items.",5,11/27/2020 18:56
51,Calgary,ugonwas.ca,25,5,ChZDSUhNMG9nS0VJQ0FnSURxMEotd01REAE,OMG!!!!! I have never been this impressed before by African stores because they always have things incomplete! You literally have to drive to more than one store to be fulfilled but Ugonwa.ca is Naija at your door step and very affordable!!! Packaging is superb! Am EXTREMELY HAPPY AND SATISFIED WOULD DEFINITELY RECOMMEND!!!!,5,6/26/2021 1:29
52,Calgary,ugonwas.ca,25,5,ChZDSUhNMG9nS0VJQ0FnSURpNmZiNUNnEAE,Shipping was very fast and my package arrived earlier than expected. Everything was neatly packaged and in great condition. I also appreciated the updates I received from the time I placed my order till it arrived at my door step. Customer service is A++++,5,12/8/2020 3:26
53,Calgary,ugonwas.ca,25,5,ChZDSUhNMG9nS0VJQ0FnSURpOU9TNE9REAE,Prompt response and accurate delivery dates. The bitters was really helpful and thanks for your recommendation. Excellent Customer service is at its peak at the Ugonwas.,5,11/26/2020 14:43
56,Calgary,Stockland African Market,36,4.4,ChdDSUhNMG9nS0VJQ0FnSUN1aFotUTF3RRAB,"I purchased a 2kg custard powder four days ago July 27, 2022 and discovered it was expiring August 2022. I called store August 1,2022 to make the complaint and was told there's nothing that can be done since it was bought in July. Worst customer service ever!",1,8/1/2022 21:13
58,Calgary,Stockland African Market,36,4.4,ChdDSUhNMG9nS0VJQ0FnSUR1emFuTi1RRRAB,This is a one stop shop for all your spices and ingredients that you will need to get that taste of African dishes and the staff are always willing to help you get what you need.,5,8/26/2022 16:33
60,Calgary,Stockland African Market,36,4.4,ChZDSUhNMG9nS0VJQ0FnSURjMXY3cmR3EAE,So I went there today for the first time and met this very pleasant woman. I don't know if she owns the shop but she was very welcoming and friendly to all customers including myself. Definitely going back again and again.,5,6/10/2020 20:55
62,Calgary,De Chosen African Market,121,4.3,ChZDSUhNMG9nS0VJQ0FnSUN4bkpycElBEAE,"****BEWARE OF SCAMMERS****

I went to the location to purchase a new Andis T professional beard and hair trimmer.  Originally the location had 2 in stock when i went in to purchase the razor and i chose the first box on display.  After leaving with my purchase, I hadn't considered opening the box to check the product until i reached my next destination and thats when i realized the razor was used, rusted and broken.  I returned to the location right away to ask for an exchange as the product i purchased was damaged and clearly well used.  Instead of agreeing to an exchange, the employee refused and stated that i should have opened the box before leaving the store and that she actually believed i had taken the ""newly"" purchased razor and replaced it with my own used and broken razor... in that case, why would i have asked for an exchange.  When she refused to exchange the damaged product, i then asked for a refund which she then told me she was not authorized to give and that i would need to speak with the owner who was conveniently not at the location and could not be reached at that time.

This is an ongoing scam in Africa and after speaking with the owner the next day, she told me that she needed a week to investigate what may have happened.  These locations provide African food and products and ive seen these razors sitting on the shelf collecting dust, i chose to purchase the pruduct so i could support a black owned small business when i could have easily purchased the razor from Amazon.  I left the damaged and used razor with them and gave up on getting any money returned to me, i really just want others to be weary and aware that it may happen to them as well.",1,5/12/2023 16:59
64,Calgary,De Chosen African Market,121,4.3,ChZDSUhNMG9nS0VJQ0FnSURndWV5UGZBEAE,"De Chosen has a number of products that will appeal to folks that have stayed in Africa (most especially Nigeria). The prices are a bit above average but the cashiers are really nice, they make it worthwhile",4,5/24/2018 21:21
70,Calgary,Fradu Café South African BBQ Ltd.,23,4.7,ChZDSUhNMG9nS0VJQ0FnSURoeWUyVE13EAE,"Wow. First time going here, great service and very nice people. Best beef ribs i’ve ever had, fries and coleslaw also amazing. Will be back and recommend to everyone!! #gangstalicoussznbebe",5,3/12/2023 1:29
73,Calgary,Fradu Café South African BBQ Ltd.,23,4.7,ChdDSUhNMG9nS0VJQ0FnSUR4M1B5VXFnRRAB,"1stI time ordering.  I was looking forward to your food, as saw on uber eats. I would say the quality of the food seemed good. But restaurants, ruin the experience with CHEAP cardboard containers!. Why why? All the food delivered was completely soggy. Learn how to package items to keeps fries crispy too. Everything from the lettuce on the bun to the coleslaw was melded into a soggy experience. Very disappointing! Especially when you pay over 30 bucks.",2,6/3/2023 21:28
74,Calgary,Fradu Café South African BBQ Ltd.,23,4.7,ChdDSUhNMG9nS0VJQ0FnSUN4eVB6OGd3RRAB,"Fradu 3 Meats was a great way to try different kinds of BBQ meats and flavours. It did not disappoint! The pork had a delicious char, the chicken was perfectly done and accompanied by a savoury lemon sauce, and boerewors is a must try! Very authenticly made, seasoned, and grilled! Just wish there was more. Like everything else, the beef ribs are perfectly cooked with an irresistible sticky BBQ sauce. This was easily some of the best food I have ever had!",5,5/9/2023 11:34
76,Calgary,Delish Dining,149,4.4,ChdDSUhNMG9nS0VJQ0FnSURSNnMyR253RRAB,"Had the Pounded Yam and Egusi soup for the first time today. Food was awesome. Staff was very friendly! Love the atmosphere and music. Would highly recommend. Eating with my hands was a new treat. No phones, no distractions just enjoying the wonderful Nigerian food. Debbie was a wonderful server",5,4/22/2023 23:19
77,Calgary,Delish Dining,149,4.4,ChdDSUhNMG9nS0VJQ0FnSUNwbExuX193RRAB,Delish Dining is our go to Nigerian restaurant in Calgary. Food is so delicious with varieties to order from and prices are affordable. I enjoy myself to fullest any time I visit. My best dish is their Isi-ewu and Abacha. Correct food 👍,5,7/29/2023 10:19
79,Calgary,Delish Dining,149,4.4,ChdDSUhNMG9nS0VJQ0FnSURHOG9fYXZBRRAB,"Visiting Calgary and decided to find the closest Nigerian restaurant and a few came up but we decided to go with this.
The layout and interior was just a wee bit nicer than the standard Nigerian restaurant look or aesthetic.
The lady who attended to us looked tired but she was smiling through it and that is huge to me. I could eat and enjoy my food without a smile but the effort meant or means a whole lot in my opinion.
The washroom was really clean.
The water for rinsing/washing our hands was nice and warm. Little things like that count.
NOW THE KOKO (main thing). The nkwobi was BOMB. Not bones funny muscle-y meat…nice good sized meat and delicious!
I had Afang and that was really good too (you can see that I didn’t remember to take pictures… e get why 😄). We got the grilled tilapia to go and feedback we got is that it was really nice. I will definitely be visiting again. Oh! And wait time was not bad at all.
Nkwobi came within 10mins of us being seated and the main meals came before we had finished eating the nkwobi.",5,11/23/2021 19:34
81,Calgary,Delish Dining,149,4.4,ChdDSUhNMG9nS0VJQ0FnSUNSX2FlM2x3RRAB,"This was my first time here and it was a very terrible service. Placed an order for a goat head (isiewu) over the phone, only to get there after an hour and be told that the order was forgotten. Finally got the order just to find out that 3/4 of the goat head were bones of the head. Imagine seeing a full goat’s dentition both upper and lower jaw in your meal for $75. I wouldn’t go back and definitely don’t recommend 👎🏾",1,4/9/2023 4:21
84,Calgary,FraMe Cuisine,31,4.9,ChdDSUhNMG9nS0VJQ0FnSUNSdS1tUl9nRRAB,"The wonderful team at Frame provided catering for my recent event and were so amazing! Communication was prompt, friendly and they were so understanding of various last minute changes I had to make. I got the cheese & crackers and fruit platters and everything was delicious, fresh and very aesthetically pleasing. I appreciated the touch of adding gluten free crackers even though I hadn’t specified that, it showed great care. Overall Francine & Mely were a joy to work with and I’m looking forward to having them cater my next event!",5,4/11/2023 16:05
87,Calgary,FraMe Cuisine,31,4.9,ChZDSUhNMG9nS0VJQ0FnSUN4N29tUENnEAE,Great service and great food  who could ask for more? The food was well presented and very tasty. There were a lot of compliments about the quality and variety of the food. Thanks FraMe.,5,5/18/2023 13:27
88,Calgary,FraMe Cuisine,31,4.9,ChZDSUhNMG9nS0VJQ0FnSURKOUluN1pnEAE,Our guests had a lot of complements!,5,7/11/2023 22:56
90,Calgary,African Dine,3,4.7,ChdDSUhNMG9nS0VJQ0FnSURrcHVYVGlnRRAB,My friends and I love coming here for lunch.,5,6/25/2019 18:32
95,Calgary,Merilyn's Kitchen,218,3.4,ChdDSUhNMG9nS0VJQ0FnSUNKNGRfcXVnRRAB,"Extremely rude!! my friend went in to get food and the old lady yelled at her for asking for the food she called ahead to order. My friend   needed her food quick which is why she called ahead but the food was still not ready when she got to the restaurant, when she asked for her food the older lady at the back began yelling at her. It’s a shame, and this is not the first time they have been extremely rude to me or someone I know. It is horrible because being rude is what your restaurant is known for🤮",1,6/29/2023 3:14
102,Calgary,Luubann East African Restaurant,148,4.5,ChdDSUhNMG9nS0VJQ0FnSUQtenItbXF3RRAB,"Went for lunch today, was the absolute best Somali food I've had. Was authentic homestyle Somali cooking. Definitely worth more than a 5 star review.",5,11/30/2022 2:16
103,Calgary,Luubann East African Restaurant,148,4.5,ChdDSUhNMG9nS0VJQ0FnSUNxenBhUXZRRRAB,"Good food my only problem is my goat meat was substituted for lamb without my knowledge or consent! But the owner was nice enough to make me another goat plate free of charge, and let me say that was so tasty and well prepared",5,7/2/2021 5:34
106,Edmonton,Africart Plus More,5,5,ChdDSUhNMG9nS0VJQ0FnSUR1bXVlUDN3RRAB,"We shoppers need to think deeply and shop creatively. It is worth your money, time and effort shopping at Africart  located in  Bonnie Doon mall. This store has African artifacts, carvings, drums, colourful ,durable clothing, purses, jewelry, much more, sky is the limit. The trend is buy materials made in factories not by hand. Provenance is an artwork's history of ownership. Information about the provenance of an individual work of art sheds light on its historical, social, and economic context as well as its critical fortunes through time.Creative thinkers and makers provide their communities with joy, interaction, and inspiration, but they also give thoughtful critique to our political, economic, and social systems  pushing communities to engage thoughtfully and make steps toward social progress.-This truth--is from an article. We society need to shop creatively to buy art work from shops like Africart where we get valuable information, quality service and our money's worth of priceless items. Art cannot be measured by its price but measured as follows: Art reflects cultural values, beliefs and identity and helps to preserve the many different communities that make up our world. I bought hand carved turtles, elephants, and beautiful and colorful dresses. I highly recommend it is worth your time to visit this unique store and receive excellent customer service from knowledgeable and caring staff.",5,8/18/2022 16:14
108,Edmonton,Africart Plus More,5,5,ChZDSUhNMG9nS0VJQ0FnSURVdXJLb2V3EAE,Wonderful customer service. Felt like a part of the family. Would visit many more times if I lived here.,5,8/21/2019 1:19
115,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUN4c0xQOTlnRRAB,Received my Business Cards from here as they are an access point. Their service is excellent and products are bountiful.,5,5/9/2023 0:58
116,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURKa01iNVJnEAE,"They have different African goods but it's not organized there, not easy to find price",3,7/9/2023 4:30
120,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURNX3A2Rnp3RRAB,"Awesome staff, very large variety of most things that anyone would buy at large grocery store yet conveniently within walking distance of the ice district and Kingsway. I am really impressed with the low prices.",5,4/13/2023 23:23
123,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUN1MzYtYWNBEAE,"Always very well stocked, great prices and such friendly staff. I love hitting up this store for my needs. Thank you guys for your hard work!!!",5,8/31/2022 2:28
128,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUMtOXU3c2F3EAE,I am here for renting a uhaul. Even though it's in downtown. They proivde good service. They are always nice.,5,11/3/2022 18:55
129,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNLcmVyU1lREAE,It was ok. The customer service wasn't very apretiated concidering I was there for Uhaul and they Gave me a truck that was dirty and never fixed my mileage and didn't even hear me when I asked if they had a mini Usb charger just assumed I said I phone. I felt like I was annoying them,2,4/14/2021 17:02
130,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNjdDk3bkxREAE,"Excellent service, prices & atmosphere! Old fashioned charm in the heart of Edmonton, where you can find everything you need without the hassles of the modern department store madness!

- Fresh meat, prepared with pride daily
- Well stocked shelves
- Courteous, friendly staff",5,4/27/2020 21:35
133,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUQtdDlid2J3EAE,This place is very inviting and clean with great selection. Yassin the meat cutter is awesome!,5,12/12/2022 4:10
135,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUR4Z0l6YThRRRAB,Beautiful place to shop and enjoy,5,5/30/2023 4:41
136,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNCeGRUQUdBEAE,"Very friendly staff, clearance shelf is worth my stopping in at least 5times a week, convenient for me since circle k is way to expensive..",4,12/30/2022 15:12
139,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNHb1pXVmhBRRAB,"A very fine lovely ?? lady ?? served me well there, rented a Uhaul & this gorgeous ?? lady helped me out, I say this in a good way??, with respect ?????",4,10/31/2021 18:52
142,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNlMnFuY2t3RRAB,Great variety and price for African spices. Staff was very friendly and helpful!,5,9/11/2022 23:04
143,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUR5LVBHZGdRRRAB,"You can buy fresh, frozen and dry/canned goods here. The service is friendly and willing to address any questions/concerns.
An essential part of the McDougall community.",5,2/24/2021 2:29
144,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUR3N05Dd2JREAE,"I had a great experience. The staff were very helpful, prices affordable and I got Everything I wanted. They've got a new customer and I'll gladly spread the word.",5,10/12/2018 20:13
145,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURtN0p1VjhBRRAB,"They have some pretty neat stuff here, the staff are ways friendly, and jts where I have to pick up my UPS packages.",4,1/21/2022 14:35
146,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURSanNUSVBREAE,Find what I was looking for. Little bit expensive,5,4/25/2023 7:49
150,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURwdS0tQUJBEAE,Great store!,5,8/30/2023 1:01
151,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNHbWVYam1BRRAB,"I like the fact there's a small super market in this area, glad I ventured in one day. But watch the best before dates on what you buy.",4,11/3/2021 1:06
154,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURtN2RtalR3EAE,There is so much great grocery variety. A bit more pricey. But close to home.,4,2/6/2022 4:53
156,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNRa2NHS0VREAE,Great place for authentic African goods and best selection in the city in one place. I get my Ethiopian coffee from here all the time and the owner is great.,5,7/5/2018 5:34
157,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNBMXVHMVNnEAE,Best African & Caribbean food store in the city amazing supply and always stays fresh with new product weekly adding to there increasingly top of the line product!! 100% recommend it,5,7/20/2018 4:49
158,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURxdS1TYjBBRRAB,Surprised at how spacious and functional this place was. There's also a fresh fruit smoothies and juices stand inside. ??,4,7/25/2021 15:32
159,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNNaF9DSFl3EAE,"Always filled with fun energy,  they always stock what you will need and have grown to accommodate.  Always great deals to be found",4,2/14/2021 5:36
160,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURRd09XcUdREAE,"Huge selection of foods from all over the world. Large, clean, well-lit store with friendly staff and free parking behind. We discovered it today and will be back!",5,9/24/2018 22:40
161,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUQycjdtYWhRRRAB,Best customer service.market is always full of stock.cleab and tidy store.,5,5/28/2022 20:36
162,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUN3MjlyRnd3RRAB,Great selection of African and middle eastern foods with fresh produce. Excellent addition to 107 Avenue neighborhood revitalization.,5,7/5/2018 6:09
163,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNhek5QQXR3RRAB,"My girl friend went to the hair stylist inside this store unprofessional , luck of respect for clients and talk any thing and every thing in front of customers , Including gossip .",2,7/24/2021 22:05
164,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURNMHV5bzdnRRAB,Great place to shop. Only that they did not have a large variety of African foods.,4,4/3/2021 18:28
165,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNlbW9hYXR3RRAB,Good store.  Lots of different spices.,4,9/11/2022 17:00
166,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURvNDlxR1NnEAE,The owner is very nice and helpful. Nice store with a huge variety of products.,5,3/20/2019 6:56
167,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUR1dGZTM3ZRRRAB,One of my favorite supermarket and good treatment,5,8/26/2022 3:04
168,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUN5Mk9IeVdnEAE,"Wow, the service is so amazingly great and price is reasonable. Wish you all the best??",5,1/18/2021 20:51
169,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUMwdzhEUzBnRRAB,I wish the service was more quick.They can said you can park your car but someone might break into it.Honestly won't recommend because it's hard to get through that place.,2,10/8/2019 12:52
170,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURHeUtYZGhBRRAB,"Affordable grocery store. Nice people, and really good location.",4,11/24/2022 10:50
171,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUM2djdhTkxnEAE,I love this Place for excellent welcoming.affordable price for goods,5,9/17/2021 1:49
172,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNhdkt1WTB3RRAB,Always a good experience and  many options for your shopping needs.,5,7/26/2021 3:49
173,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURpdU02TXpBRRAB,Great neighbourhood grocery store! Fresh produce and meat with prices that put Safeway to shame.,5,11/24/2020 15:09
174,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURnbGNiYUFREAE,"100% arabica Ethiopian coffee beans  amazing price and quality, washed and sun dried",5,6/28/2018 6:35
175,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUQ2bnVpai13RRAB,The staff there are real nice and helpful I recommend this place to everyone,5,9/30/2021 11:44
176,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNPcmQzbXVnRRAB,"Good prices on most items, cereal is expensive.",5,6/16/2022 19:30
177,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNHaS0zZVFBEAE,It's ok for a quick pick up of something you need,3,11/9/2021 9:21
178,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNnNllySWl3RRAB,New African grocery store all you guys need to get check out that spot they got good stuff!,5,7/16/2018 6:16
179,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNHcjZLVFdnEAE,Awesome and cheap,5,5/23/2023 3:14
180,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURBMEp5aHVBRRAB,"Awesome place, owners are really friendly.  Always get my daily needs from this place ????",5,7/21/2018 4:53
181,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURLbXN6czBRRRAB,One of the best afro canadien and somalya store ....Nice people...Nice store,5,2/13/2022 3:51
182,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURnNi1qblRBEAE,Nice new store with various international foods. Friendly staff too!,5,9/6/2018 2:42
183,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNCdF91LUxREAE,I recommend them they are the best,5,3/20/2023 18:17
184,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNBamVIZHZnRRAB,You need to come here for all your African grocery needs! Sammy has the best customer service out here!,5,7/5/2018 5:30
185,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNZcDlQakdREAE,Great place to shop! Staff there are really kind,5,5/15/2019 12:36
